TicketId,Text
24,اطلاع تیرماه دوره بودو تکمیل همهه تکلیف اطلاع خبر نامردیه
25,وقت نحوه دسترسی منبع استاد پایان جلسه نمایش سوال همکار پشتیبانی سوال پشتیبانی ارجاع
26,بخیر دعوت دوره حضوری
27,مقدمه شبکه قسمت درس سوال سه سوال پاسخ امکان پاسخ سلب
27,درس مقدمه یادگیری قسمت جواب سوال جواب سوال نوشته پردازش اشتباه بقی جواب توجه محتوا ارایه نظر
27,امکان تماس اطلاع
27,تمربنات نمره حالی وقت باقی
27,استاد فایل نحوه دریافت اطلاعات دیکشنری جمله محتوا فایل دریافت
27,آموزش درسا بارگذاری بارگذاری آموزش دسترسی
28,سیستم codکار
28,الانvs ویندوز نیاز مال ویندوز ویندوز
29,سوال پایتون vcodeرو نصب افزار دستور دهنداره
30,خدا قوت هرکار کتابخانه پانداس نصب پایتون اس کد ویندوز بیت پیام خطا مشکل راهنمایی subprocess exited with error C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e mesonpy y ovenf build Dbuildtype = release Db ndebug = if release Db vscrt = مد native file = C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e mesonpy y ovenf build مصون python native file Version C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e mesonpy y ovenf build ERROR C Program Files Microsoft Studio Installer vswhere exe C Users حسین AppData Local Temp pip install pqtexbmu pandas ee aa ee c a c f e mesonpy y ovenf build مصون logs مصون log txt end note metadata generation فیلد note
31,
32,قسمت پایتون چالش انجام چیز آموزش نیاز
33,برنامه نویس بایت مشکل خوردم برنامه اسکود کدی نویس اجرا نصفه نیمه اجرا دون کار  راهنما
34,خواهستم اکانت کیبورد شماره شماره تغییر
35,قسمت سه پایتون تمرین بستنی مشکل برخورد تمرین
36,فیلم اموزشی نحوه ارسال تمارینی نیاز کد پایتانی عکس صفحه کد فایل ورد قرار فایل ویرایش امتیاز دست
36,
36,وقت جلسه تحلیل مصورسازی کد تمرین فایل لینک سایت گوگل کولب Google Colab
37,امتیاز صفحه کسب توانایی شرکت مسابقه رفتن بوت کمپ نفر پردازش تصویر
38,خبر قراره مینی پروژه شروع استاد قراره اشنا بشویم قراره روند اصلاح شه
38,آرماند دوپلانتیس پرش دوره المپیک رکورد مرد جهان تبدیل رکورد دنیا رکورد پرش
39,
39,بوت کمپ فروردین سال نفر انتخاب سایت ثبت بوتکمپ
39,چجوری گروبپ بای سطر انتخاب تعریف پابتان کار
39,کانال وبینار قرار قرار کانال اطلاع رس سایت
40,چجوری شماره پنل تغییر
41,سوال شاخه پردازش تصویر انتخاب احتیاج لپ تاپ
42,شه بقیه دانش آموز قرار ایده هامون اشتراک گروه بند
42,پاسخ سریع
42,تصحیح کنندگان ارتباط
43,
44,وقت لطف بنده راهنمایی مدل آموزش نتیجه آندرفیت
44,ذکر نتیجه اپوک اپوک نتیجه تفاوت لرنینگ ریت آموزش
44,بنده تمرین جلسه جلسه تمرین نیاز بهبود جلسه مشکل رفع
45,سوال مجموعه پیکره طاقچه پردازش متن
45,توکن آیزر نوزده کلمه فارسی داخلشه  برس پروژه کار
45,استاد بجانی ویدیو توکن آیزر
45,خسه علت خطا برنامه خانم محمدی ارسال تمرین گذاشتن
45,قسمت لودر خطا
46,عرض ساختار Skip Gram منظور شبکه شناسایی محور ویژگی کلمه تولید عکس کلمه تولید تگ لیبل کاربرد تبدیل ترجمه متن پیشگیری برازش شبکه گزینه گزینه ترجمه متن جواب گزینه الف تکه ترجمه متن خراب توضیح
46,آموزش شبکه ساختار عکس
46,تابع خطا
46,تمرین مدل نوع قسمت امتیاز
47,پردازش متن تصویر اموزش فاز سایت اطلاع
48,یاد علاقه کار تکنولوژی صحبت کار بچه سال دل اینجال طور یاد المپیاد امتیاز کسب محور شرکت طور ایده
49,نفر پردازش تصویر یکم امتیاز نیاز نفر درک شرط امکانات فرق لپ تاپ تمرین لپ تاپ دوست قرض تمرین امتیاز کسب
